,Headlines,Date,Sentiment
354,"After RBI caps chiefs’ tenure at 15 yrs, three private banks may start search for next CEOs. Govt may soon approve proposed bad bank, though with some riders. Banks convert existing infrastructure into Covid centres for employees. RBI Committee on ARCs invites views, suggestions from stakeholders by May 31. Cost to cover default risks goes up for banks. NBFCs may not see much impact of second wave of COVID-19; pent-up demand to help. SC rejects banks' pleas for recall of 2015 verdict asking RBI to disclose info about them under RTI. Axis Bank board okays reclassification of NIACL as 'public investor' from 'promoter'. ",2021-04-28,[[9.9920613e-01 2.1146535e-04 5.8246136e-04]]
355,"RBI issues guidelines for appointment of statutory auditors of banks, NBFCs. NBFCs seek one-off restructuring citing second wave. PNB Housing Finance reports Rs 130 crore net profit in fourth quarter. ",2021-04-27,[[9.9995506e-01 9.9629451e-06 3.4870332e-05]]
356,"Blow to Uday Kotak as RBI caps tenure of bank founders, CEOs. Bank credit grows 5.33%; deposits rise 10.94%. Introduction of bad bank can make existing ARCs more effective: RBI paper. Government appoints Economic Affairs Secretary Ajay Seth on RBI board. ",2021-04-26,[[9.3784653e-02 9.0620279e-01 1.2572976e-05]]
357,Citi India’s $2 billion retail business worth tops in Asia: Report. Karnataka Bank aims to grow at 12 per cent in FY22. ,2021-04-24,[[6.4637220e-06 9.9999356e-01 4.7460510e-08]]
358,"Citibank may sell India credit card biz separately. RBI approves appointment of Atanu Chakraborty as part-time chairman of HDFC Bank. Indian banks' loans rose 5.3% y/y in two weeks to April 9: RBI. Macquarie estimates upto $8 bln value for Citi's APac consumer business. Reserve Bank of India bans Amex, Diners from selling new cards from May 1. ",2021-04-23,[[9.9990225e-01 7.7311997e-05 2.0340181e-05]]
359,"COVID impact: IBA asks SLBCs to take decision on functioning of banks based on local situation. Banks to provide basic services, business hours to be curtailed. COVID-19 related disruptions raise concerns over NBFCs retail loans: Study. Indiabulls Housing Finance to change its avatar, become originator of loans. Despite bright spots, uncertainty looms over microfinance business. ",2021-04-22,[[1.9674535e-05 1.0828143e-05 9.9996948e-01]]
360,"Banks see drop in loan collections as lockdowns hit companies. FirstRand Bank, South Africa's second largest bank, to exit India after 12 years. Indiabulls partners with HDFC Ltd to offer home loans. COVID impact: Bank unions urge IBA for restriction in services, cutting public dealing hours. J&K Bank director Rigzian Sampheal resigns; PNB Housing re-appoints Nilesh S Vikamsey. ",2021-04-21,[[9.7597575e-01 1.9575113e-04 2.3828432e-02]]
361,"Banks get new tool to assess new to credit customers. Maidavolu Narasimham: Father of banking reforms is no more. NPAs of state-owned banks may cross 18% in extreme case scenario: Former RBI Dy Governor Khan. E-commerce, OTT, gaming register over 100 pc rise in business in 2020: PayU. View: Microfinance institutions, not corporate houses, should be the banks of the future. ",2021-04-20,[[9.6973634e-01 2.9338427e-02 9.2529395e-04]]
362,View: Why use muscle? Big data can collect debt without harassment. SBM Bank bets on tie-ups to grow India ops; not to add branches. HDFC Bank embarks on Technology Transformation Agenda: MD Sashi Jagdishan to employees. ,2021-04-19,[[9.8980403e-01 1.0004153e-02 1.9182781e-04]]
363,Now you can get loan on your cryptocurrency holdings like bitcoin. New modus operandi by fraudsters to withdraw money from ATMs. HDB Financial Services reports 17% drop in net profit in March quarter. ,2021-04-18,[[6.6520279e-08 1.2997089e-07 9.9999976e-01]]
364,"Banks go slow on ATMs as digital transactions gain pace. Government asks public sector banks to adopt non-coercive strategy for education loans recovery. Why do so many MNC banks give up pursuit of retail El Dorado in India?. HDFC Bank takes conservative stance, hikes provisions, conserves capital. Tech-banking: How are India's banks gearing up as digital goes mainstream?. ",2021-04-17,[[0.99746025 0.00109175 0.00144794]]
365,"Piramal Retail CEO gives a peek into the company's new finance plan for India's budget customers. Citi retreat highlights global banks’ struggle in China, India. Local lenders lead race to buy parts of Citi's India business. Bank credit records slowest growth rate. SBI puts up for sale NPA account MSP Metallics. ",2021-04-16,[[9.1492926e-05 2.5039624e-05 9.9988341e-01]]
366,"Citibank to exit retail banking in India under global plan. RBI releases names of applicants under ‘on tap’ Licensing of Universal Banks. Citibank to exit 13 global consumer banking markets, including India and China. Citigroup to focus on corporate and institutional banking business in India. COVID surge: Bank unions request finance ministry for emergency steps to protect bankers. MFIs to face asset quality pressures in near term amid rise in COVID-19 cases, restrictions: Report. RBI releases names of applicants under ‘on tap’ Licensing of Universal, small finance banks. Former Citibanker, top executive from Bharti Enterprise are among banking license applicants. State-run bank acquirers may be allowed to hold 26% stake. ",2021-04-15,[[9.9451506e-01 8.8647379e-05 5.3962967e-03]]
367,Bank holiday: Banking services shut in many regions. Govt appoints Anil Kumar Sharma on central board of SBI with immediate effect. ,2021-04-14,[[9.9998677e-01 7.9070679e-07 1.2342364e-05]]
368,Second COVID-19 wave may delay PSBs equity raising plans. ,2021-04-13,[[6.3869738e-05 6.8279273e-06 9.9992931e-01]]
369,"PSBs to push co-lending with NBFCs, digital agri financing under Ease 4.0 reform agenda. After April 2020, Bank credit to NBFCs again picks up in February. Axis Bank customers can send money abroad in 100 currencies via mobile app. Penguin sells Yes Bank story rights for film to Almighty Motion Pictures. Kotak Mahindra Bank wants to be challenger in home loan market, maintains low interest rate. Systemic risk in Indian banks to remain high: S&P. RBI penalises Bihar-based co-op bank for KYC violation during exchange of demonetised notes. Bank credit rise 5.56%; deposits 11.4% in FY21. Advances grew 21% year on year while repayment collection efficiency improved: Bandhan Bank. ",2021-04-12,[[4.9374282e-02 9.5019948e-01 4.2626038e-04]]
370,"SBI collected Rs 300 crore from zero-balance accounts for certain services in 5 years, reveals study. ",2021-04-11,[[9.9997985e-01 2.2814359e-06 1.7874087e-05]]
371,"CRMNEXT Wins the 2021 ""Dream Company to Work For"" Award Presented by Times Ascent and the World HRD Congress. ",2021-04-10,[[1.01139076e-05 9.99989748e-01 1.18247385e-07]]
372,"Top Indian bank drags its feet on billionaire Gautam Adani's coal loan. Second wave of COVID infections poses increased risks for fragile economic recovery, banks: Fitch. Airtel Payments Bank announces 'Rewards123' savings account; offers benefits on digital transactions. Mini-lockdown may affect microfinance institutions' collections: Crisil. ",2021-04-09,[[0.00384068 0.01536156 0.9807977 ]]
373,"Even NBFCs face asset quality risks amidst resurgence of COVID-19 infections. We're prepared for whatever happens, says City Union Bank CEO Dr N Kamakodi, of a second coronavirus wave. We've always been a banker for the 'aam aadmi', says City Union Bank CEO Dr N Kamakodi. Covid 2.0 casts a cloud of uncertainty on banks' Q4 numbers. Pay scale for bank CGMs made almost equal to EDs, executives say its against natural justice. ",2021-04-08,[[4.5072051e-05 2.9446132e-06 9.9995196e-01]]
374,Banks sanction Rs 15 lakh crore under Mudra Yojana in last 6 years. Decoding RBI's new digital payments moves and their impact on fintech ecosystem. TLTRO finds few takers even as RBI extends deadline. RBI status quo on policy supportive of economic growth; liquidity measures in right direction: Experts. View: Policies that increase competition between banks can improve the lending standards of PSBs. ,2021-04-07,[[3.6189231e-06 9.9999619e-01 2.8115863e-07]]
375,"Banks want free vaccine shots for staff. Steel, cement doing very well from banking perspective: Rajkiran Rai G, Union Bank of India. Axis Bank to become co-promoter of Max Life Insurance. RBL Bank targets more SME borrowers after tie-up with UK-based biz solutions provider Tide. ",2021-04-06,[[1.2996441e-03 9.9869943e-01 1.0003311e-06]]
376,"CA firms sue RBI after getting replaced as auditors of Allahabad Bank. Yes Bank loans and advances up 0.8% at Rs 1.73 lakh crore by end of Mar 2021; deposits up 55%. HDFC Bank advances up 14 percent, deposits rise 16 percent at the end of March 2021. ICRA warns of significant jump in bad loans in current fiscal year. Federal Bank gross advances up by 9% at Rs 1.35 lakh crore by March 2021, deposits up 13%. Gross NPAs of banks may rise to 9.6-9.7% by March-end: Report. Latest round of Covid restrictions has lenders fretting over rising defaults. Banks report modest growth in advances and deposits in the last quarter of FY 2020-21. J.P. Morgan ties up with BillDesk for online payments partnership. RBI withdraws restrictions on Youth Development Co-operative Bank. Investment banking fees plunge 34 pc in Q1 to USD 194.5 mn: Report. PSU Banks fully transmit rate cuts on fresh loans. ",2021-04-05,[[9.8096931e-01 1.8675240e-02 3.5551313e-04]]
377,"India's public banks may have to take Rs 2,000 crore hit after SC order on interest waiver. SCDCC bank achieves record profit of Rs 33.65 crore. SBI Card sees over 50 percent of its transaction from online payments, says CEO. Year-end pressure hits fund transfers via IMPS, UPI in millions. Banks sanctions Rs 25,586 cr to 1.14 lakh Stand-Up India accounts in 5 years. ",2021-04-04,[[0.9867264  0.00197277 0.01130086]]
378,"PSU banks go slow on asset sales, await privatisation list. Covid-19 surge derails banks’ plans to get back to HQs. ",2021-04-03,[[4.2944364e-05 3.5360059e-05 9.9992168e-01]]
379,"RBI may continue its curbs on HDFC Bank following technical glitches. PNB plans to hire non-judicial member to scrutinise proposals on compromise, write off. Karnataka Bank targets over Rs 1.42 lakh cr business turnover in FY22; says digital the way forward. ",2021-04-02,[[9.9663574e-01 3.8175704e-04 2.9825168e-03]]
380,"ICICI Bank, PhonePe tie up for issuance of FASTags. Bank credit to grow 10% in FY22 on faster GDP expansion, policy measures: Crisil. Loans to mid-size Indian firms up most in a decade on cash surge. State Bank of India customers face network glitches for online transactions. Yes Bank loan fraud: ED files charge sheet against Mumbai realty firm owners, others. India Inc's credit quality improves sharply in H2FY21, likely to sustain. HDFC increases FD rates up to 25 bps. ",2021-04-01,[[6.6951543e-08 9.9999988e-01 5.2362566e-08]]
381,"SBI signs loan agreement of $1 billion with JBIC, taking total facility to $2 billion. India to inject $2 billion capital in four weakened state banks. HDFC Ltd increases rates on fixed deposits maturing between 33 and 99 months by 10-25 basis. ",2021-03-31,[[9.9908173e-01 9.0220128e-04 1.6076852e-05]]
382,Piramal may sell developer loans of DHFL after deal. Loan moratorium: Lenders want compensation for interest loss. HDFC Bank faces intermittent glitches with payments platform. Punjab & Sind Bank declares loans worth Rs 150 cr to IL&FS Transportation as fraud. Rising Covid cases could derail financial sector recovery. Automatic recurring payment to comply with RBI direction from April 1. ,2021-03-30,[[2.2782311e-05 1.3880089e-05 9.9996328e-01]]
383,Govt unlikely to continue with zero-coupon bond route to recap PSU banks. Banks to conduct special clearing operations for closure of government accounts on March 31. Government not inclined to bear loan moratorium costs. ,2021-03-28,[[6.9230705e-01 2.9763248e-04 3.0739531e-01]]
384,RBI says engaged with prospective investors to secure best terms for PMC Bank depositors. ,2021-03-26,[[9.9978763e-01 2.1088093e-04 1.5053583e-06]]
385,"Tata Sons readying ‘universal’ payments solution. ""Be humble and honest above all else,"" HDFC Bank boss pens a letter to employees. Mumbai: PMC account holders stage protest in Bhandup. View: Good mandate, unintended repercussions. Ensuring health of banking sector top priority: Shaktikanta Das at India Economic Conclave 2021. Parliament passes bill to set up National Bank for Financing Infrastructure and Development. India will have heterogeneous banking sector in a decade with four types of banks: Shaktikanta Das. Bank of Maharashtra add six more branches. Punjab & Sind Bank declares IL&FS account as fraud with Rs 399 crore outstanding. ",2021-03-25,[[9.8206884e-01 1.7676311e-02 2.5485025e-04]]
386,"Removal of bad debt ‘hangover’ hands Indian banks clarity. Can Fin Homes' CEO has aggressive growth plans for next couple of years. Govt may seek details of interest on interest charged by banks. Privatising two PSBs: India Ratings warns of rating impact if govt cedes control. ICICI Bank enables customers to break high-value transactions into EMIs. Sebi orders attachment of bank, demat, MF accounts of Rana Kapoor. NBFCs want govt to refund interest on deposits. Former RBI deputy governor Khan not seeking re-appointment on Bandhan Bank board. SC verdict on compound interest/penalty refund not to impact banks as govt to reimburse: Yes Securities. ",2021-03-24,[[9.9994195e-01 1.5223252e-05 4.2852615e-05]]
387,"SBI invokes personal guarantees given by KSK Energy promoters. No compound or penal interest be charged from borrowers during moratorium period, directs SC. Interest waiver not possible, can't allow extension of loan moratorium period, says SC. SC order a big relief, removes uncertainties: Bankers. Supreme Court pronounces verdict on plea seeking extension of loan moratorium. Sense has prevailed, moratorium is a commercial decision that banks should take: Uday Kotak. DK Mittal has two suggestions for RBI to improve banking sector. Banks' NPAs declined to Rs 5.70 lakh crore at December-end: Anurag Singh Thakur. Bankers welcome SC order but brace for hit on reversal of interest. Bad loans likely to jump by Rs 1.3 lakh crore. ",2021-03-23,[[0.1081168  0.8788645  0.01301866]]
